#	Observing Date = 2023-04-11
#	Observatory = KMTNet_CTIO
#	-18 deg sunset = 01:49
#	-18 deg sunrise = 11:40
#	Moon ra, dec = 17:13:16   -26:47:58
#	Moon phase = 0.76
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|       name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight | note |
| MS181101ab | 12:43:16 | -13:24:15 |    02:00 |       06:10 |   10:22 |           64.1 |                    0.0 | 1494 |
| MS181101ab | 12:47:28 | -15:19:08 |    02:00 |       06:14 |   10:30 |          62.41 |                    0.0 | 1312 |
| MS181101ab | 12:48:00 | -17:14:02 |    01:57 |       06:14 |   10:35 |          61.57 |                    0.0 | 1131 |
| MS181101ab | 12:48:32 | -19:08:56 |    01:53 |       06:15 |   10:39 |          60.76 |                    0.0 |  952 |
| MS181101ab | 12:51:08 | -13:24:15 |    02:08 |       06:17 |   10:30 |          62.34 |                    0.0 | 1495 |
| MS181101ab | 12:55:23 | -15:19:08 |    02:08 |       06:22 |   10:38 |          60.65 |    0.04584370205108399 | 1313 |
| MS181101ab | 12:56:00 | -17:14:02 |    02:05 |       06:22 |   10:43 |           59.8 |   0.005343367263952104 | 1132 |
| MS181101ab | 12:56:37 | -19:08:56 |    02:01 |       06:23 |   10:47 |          58.97 |    0.39144992683970636 |  953 |
| MS181101ab | 12:57:16 | -21:03:49 |    01:58 |       06:24 |   10:51 |          58.18 |  0.0011423791598734567 |  776 |
| MS181101ab | 12:57:55 | -22:58:43 |    01:55 |       06:24 |   10:56 |          57.43 | 1.6677652885592557e-05 |  601 |
| MS181101ab | 13:04:00 | -17:14:02 |    02:13 |       06:30 |   10:51 |          58.02 |                    0.0 | 1133 |
| MS181101ab | 13:04:43 | -19:08:56 |    02:10 |       06:31 |   10:55 |          57.18 |                    0.0 |  954 |
| MS181101ab | 13:05:27 | -21:03:49 |    02:07 |       06:32 |   11:00 |          56.38 |  5.956541453397534e-05 |  777 |
| MS181101ab | 13:06:12 | -22:58:43 |    02:04 |       06:33 |   11:04 |          55.61 |      2.639252087962836 |  602 |
| MS181101ab | 13:06:58 | -24:53:37 |    02:01 |       06:33 |   11:08 |          54.89 |     1.1214367949266613 |  429 |
| MS181101ab | 13:12:25 | -26:48:30 |    02:03 |       06:39 |   11:17 |          53.19 |    0.04673906423820728 |  259 |
| MS181101ab | 13:13:38 | -21:03:49 |    02:15 |       06:40 |   11:08 |          54.57 |   0.004156345504662349 |  778 |
| MS181101ab | 13:14:28 | -22:58:43 |    02:12 |       06:41 |   11:12 |           53.8 |    0.06825146221399989 |  603 |
| MS181101ab | 13:15:20 | -24:53:37 |    02:09 |       06:42 |   11:16 |          53.06 |                    0.0 |  430 |
==============================================================================================================
