#	Observing Date = 2023-04-12
#	Observatory = KMTNet_SAAO
#	-18 deg sunset = 03:41
#	-18 deg sunrise = 13:33
#	Moon ra, dec = 18:15:26   -27:56:37
#	Moon phase = 0.66
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|       name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight | note |
| MS181101ab | 12:43:16 | -13:24:15 |    03:51 |       08:00 |   12:12 |          77.71 |                    0.0 | 1494 |
| MS181101ab | 12:47:28 | -15:19:08 |    03:50 |       08:04 |   12:21 |          75.96 |                    0.0 | 1312 |
| MS181101ab | 12:48:00 | -17:14:02 |    03:47 |       08:05 |   12:25 |          75.03 |                    0.0 | 1131 |
| MS181101ab | 12:48:32 | -19:08:56 |    03:43 |       08:05 |   12:30 |          74.11 |                    0.0 |  952 |
| MS181101ab | 12:51:08 | -13:24:15 |    03:58 |       08:08 |   12:20 |           76.0 |                    0.0 | 1495 |
| MS181101ab | 12:55:23 | -15:19:08 |    03:58 |       08:12 |   12:29 |          74.24 |    0.04584370205108399 | 1313 |
| MS181101ab | 12:56:00 | -17:14:02 |    03:55 |       08:13 |   12:33 |           73.3 |   0.005343367263952104 | 1132 |
| MS181101ab | 12:56:37 | -19:08:56 |    03:51 |       08:13 |   12:38 |          72.37 |    0.39144992683970636 |  953 |
| MS181101ab | 12:57:16 | -21:03:49 |    03:48 |       08:14 |   12:43 |          71.45 |  0.0011423791598734567 |  776 |
| MS181101ab | 12:57:55 | -22:58:43 |    03:44 |       08:15 |   12:48 |          70.56 | 1.6677652885592557e-05 |  601 |
| MS181101ab | 13:04:00 | -17:14:02 |    04:03 |       08:21 |   12:41 |          71.56 |                    0.0 | 1133 |
| MS181101ab | 13:04:43 | -19:08:56 |    03:59 |       08:21 |   12:46 |          70.62 |                    0.0 |  954 |
| MS181101ab | 13:05:27 | -21:03:49 |    03:56 |       08:22 |   12:51 |           69.7 |  5.956541453397534e-05 |  777 |
| MS181101ab | 13:06:12 | -22:58:43 |    03:53 |       08:23 |   12:56 |           68.8 |      2.639252087962836 |  602 |
| MS181101ab | 13:06:58 | -24:53:37 |    03:50 |       08:24 |   13:00 |          67.92 |     1.1214367949266613 |  429 |
| MS181101ab | 13:12:25 | -26:48:30 |    03:51 |       08:29 |   13:10 |          66.08 |    0.04673906423820728 |  259 |
| MS181101ab | 13:13:38 | -21:03:49 |    04:04 |       08:30 |   12:59 |          67.94 |   0.004156345504662349 |  778 |
| MS181101ab | 13:14:28 | -22:58:43 |    04:01 |       08:31 |   13:04 |          67.03 |    0.06825146221399989 |  603 |
| MS181101ab | 13:15:20 | -24:53:37 |    03:58 |       08:32 |   13:09 |          66.15 |                    0.0 |  430 |
==============================================================================================================
