#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,sum_p3d,nor_sum_p3d,obj,note,weight
4050,97.05329153605015,-14.727272727272721,97.6632276334037,-14.134972359221194,97.66654693409805,-15.317968003614352,96.44003613800228,-15.317968003614352,96.44335543869661,-14.134972359221194,1294.2188338635692,1.0,S230518h,4050,1294.2188338635692
4369,96.44859813084112,-13.636363636363637,97.05573336593467,-13.044124793472468,97.05878216363777,-14.227121083319139,95.83841409804447,-14.22712108331914,95.84146289574758,-13.044124793472468,1255.1237449567232,0.9697925204888749,S230518h,4369,1255.1237449567232
5334,94.44444444444444,-10.363636363636358,95.04462046396,-9.771579054942235,95.04689101105431,-10.95457694658554,93.84199787783459,-10.954576946585542,93.8442684249289,-9.771579054942237,1253.594039526369,0.9686105678002498,S230518h,5334,1253.594039526369
3416,97.9746835443038,-16.909090909090903,98.59097491277181,-16.31666565766701,98.59485540520728,-17.499659831842962,97.35451168340032,-17.499659831842965,97.35839217583579,-16.316665657667013,1253.5198127345827,0.9685532152182567,S230518h,3416,1253.5198127345827
3732,97.35849056603774,-15.818181818181818,97.97147671243752,-15.225819332062743,97.97507303421406,-16.40881427199012,96.74190809786143,-16.40881427199012,96.74550441963797,-15.225819332062743,1243.980293776748,0.9611823450777282,S230518h,3732,1243.980293776748
3102,98.59872611464968,-18.0,99.21858444538793,-17.407511279616614,99.22275692562768,-18.590504624245447,97.9746953036717,-18.590504624245447,97.97886778391144,-17.407511279616614,1205.8871423038127,0.9317490294156328,S230518h,3102,1205.8871423038127
4690,96.14906832298136,-12.54545454545454,96.75364644763388,-11.953276687262091,96.75643066128693,-13.136273565602837,95.54170598467581,-13.136273565602837,95.54449019832884,-11.953276687262091,1172.8575400063157,0.9062281503855423,S230518h,4690,1172.8575400063157
5658,94.15384615384615,-9.272727272727273,94.75216884077115,-8.68072962595141,94.75418923910391,-9.863727945526662,93.5535030685884,-9.863727945526662,93.55552346692117,-8.68072962595141,1112.3261768651746,0.8594575722133488,S230518h,5658,1112.3261768651746
5011,94.73684210526316,-11.454545454545455,95.33910196107868,-10.86242809134075,95.3416269393702,-12.045425503062715,94.13205727115614,-12.045425503062717,94.13458224944766,-10.86242809134075,1072.854769724244,0.8289593240746639,S230518h,5011,1072.854769724244
2790,99.23076923076923,-19.090909090909083,99.85446344522153,-18.49835613918927,99.85893643816043,-19.681348587710396,98.60260202337803,-19.681348587710396,98.60707501631693,-18.49835613918927,1047.046094466797,0.80901781605287,S230518h,2790,1047.046094466797
2480,99.87096774193547,-20.18181818181818,100.49877459373097,-19.589200175123644,100.50355737669217,-20.772191657936293,99.23837810717879,-20.77219165793629,99.24316089013998,-19.589200175123644,937.1116876332982,0.724075143332433,S230518h,2480,937.1116876332982
6308,92.4770642201835,-7.090909090909093,93.07235833087752,-6.49902977593281,93.0738892898713,-7.682028800430684,91.8802391504957,-7.682028800430684,91.88177010948948,-6.49902977593281,914.4331101751148,0.7065521581426084,S230518h,6308,914.4331101751148
5982,92.76073619631903,-8.181818181818176,93.35743258737318,-7.589879851062995,93.3592066177196,-8.772878547878591,92.16226577491847,-8.772878547878591,92.16403980526488,-7.589879851062995,910.0204087251233,0.7031426099776984,S230518h,5982,910.0204087251233
5012,95.85139318885449,-11.454545454545455,96.45365304466999,-10.862428091340748,96.45617802296151,-12.045425503062715,95.24660835474745,-12.045425503062715,95.24913333303897,-10.862428091340748,881.1474765067286,0.6808334521576088,S230518h,5012,881.1474765067286
4689,95.03105590062113,-12.54545454545454,95.63563402527366,-11.953276687262093,95.6384182389267,-13.136273565602837,94.42369356231558,-13.136273565602838,94.42647777596862,-11.953276687262093,880.7755075333126,0.6805460440596247,S230518h,4689,880.7755075333126
5983,93.86503067484664,-8.181818181818176,94.46172706590079,-7.589879851062995,94.4635010962472,-8.77287854787859,93.26656025344607,-8.77287854787859,93.26833428379248,-7.589879851062995,764.8770088979128,0.5909951152654472,S230518h,5983,764.8770088979128
2172,100.51948051948051,-21.272727272727277,101.15168528638935,-20.680043323366277,101.15678793875594,-21.863033767531228,99.8821731002051,-21.863033767531228,99.88727575257167,-20.680043323366277,698.803389967538,0.5399422197260365,S230518h,2172,698.803389967538
5657,93.04615384615384,-9.272727272727273,93.64447653307884,-8.68072962595141,93.6464969314116,-9.863727945526662,92.4458107608961,-9.863727945526662,92.44783115922885,-8.68072962595141,663.923088615317,0.5129913668721227,S230518h,5657,663.923088615317
3733,98.49056603773585,-15.818181818181818,99.10355218413562,-15.225819332062743,99.10714850591216,-16.40881427199012,97.87398356955954,-16.40881427199012,97.87757989133607,-15.225819332062743,652.4562371579214,0.5041313107847265,S230518h,3733,652.4562371579214
4049,95.92476489028213,-14.727272727272721,96.53470098763567,-14.13497235922119,96.53802028833003,-15.317968003614348,95.31150949223425,-15.317968003614348,95.3148287929286,-14.134972359221193,571.1651775087726,0.44132040313746684,S230518h,4049,571.1651775087726
3417,99.11392405063292,-16.909090909090903,99.73021541910093,-16.316665657667013,99.7340959115364,-17.499659831842965,98.49375218972943,-17.499659831842965,98.4976326821649,-16.316665657667013,564.0267036964206,0.43580474100555217,S230518h,3417,564.0267036964206
6635,92.19512195121952,-5.999999999999996,92.78923520778213,-5.408179445322053,92.79052592303854,-6.591178748920799,91.5997179794005,-6.5911787489208,91.60100869465691,-5.408179445322053,561.8126111639382,0.43409398508503083,S230518h,6635,561.8126111639382
4368,95.32710280373833,-13.636363636363637,95.93423803883188,-13.044124793472465,95.93728683653498,-14.227121083319135,94.71691877094169,-14.227121083319137,94.7199675686448,-13.044124793472466,556.6652054304062,0.43011675526975635,S230518h,4368,556.6652054304062
5335,95.55555555555556,-10.363636363636358,96.1557315750711,-9.771579054942238,96.15800212216543,-10.954576946585542,94.9531089889457,-10.954576946585542,94.95537953604001,-9.771579054942238,553.0575966024363,0.4273292754915489,S230518h,5335,553.0575966024363
3103,99.7452229299363,-18.0,100.36508126067456,-17.407511279616614,100.3692537409143,-18.590504624245447,99.12119211895832,-18.590504624245447,99.12536459919806,-17.407511279616614,469.70236834214603,0.3629234531690179,S230518h,3103,469.70236834214603
6309,93.57798165137615,-7.090909090909093,94.17327576207016,-6.49902977593281,94.17480672106396,-7.682028800430684,92.98115658168835,-7.682028800430684,92.98268754068214,-6.49902977593281,428.5868537478017,0.3311548576899951,S230518h,6309,428.5868537478017
5333,93.33333333333333,-10.363636363636358,93.93350935284889,-9.771579054942235,93.9357798999432,-10.954576946585542,92.73088676672349,-10.954576946585542,92.73315731381778,-9.771579054942235,417.9080555692337,0.3229037042535325,S230518h,5333,417.9080555692337
2789,98.07692307692308,-19.090909090909083,98.70061729137538,-18.49835613918927,98.70509028431428,-19.6813485877104,97.44875586953188,-19.6813485877104,97.4532288624708,-18.49835613918927,407.72107629805276,0.3150325629869739,S230518h,2789,407.72107629805276
4051,98.18181818181819,-14.727272727272721,98.79175427917174,-14.134972359221193,98.79507357986608,-15.317968003614352,97.56856278377032,-15.317968003614352,97.57188208446465,-14.134972359221193,404.24026574184774,0.31234305603101814,S230518h,4051,404.24026574184774
4370,97.57009345794393,-13.636363636363637,98.17722869303748,-13.044124793472466,98.1802774907406,-14.227121083319137,96.95990942514729,-14.227121083319137,96.9629582228504,-13.044124793472468,394.6855298434457,0.3049604282648321,S230518h,4370,394.6855298434457
2479,98.70967741935483,-20.18181818181818,99.33748427115033,-19.589200175123644,99.34226705411155,-20.77219165793629,98.07708778459815,-20.77219165793629,98.08187056755935,-19.589200175123644,389.383052459894,0.30086337972496313,S230518h,2479,389.383052459894
3101,97.45222929936305,-18.0,98.07208763010131,-17.407511279616614,98.07626011034105,-18.590504624245447,96.82819848838507,-18.590504624245447,96.83237096862482,-17.407511279616617,382.7655490105623,0.2957502541265844,S230518h,3101,382.7655490105623
2171,99.35064935064935,-21.272727272727277,99.98285411755819,-20.680043323366277,99.98795676992476,-21.863033767531228,98.71334193137392,-21.863033767531228,98.7184445837405,-20.680043323366277,376.392662486173,0.2908261359190285,S230518h,2171,376.392662486173
3415,96.8354430379747,-16.909090909090903,97.45173440644272,-16.31666565766701,97.4556148988782,-17.499659831842962,96.21527117707122,-17.499659831842962,96.21915166950669,-16.31666565766701,372.29220370809446,0.28765784731837696,S230518h,3415,372.29220370809446
2791,100.38461538461537,-19.090909090909083,101.00830959906767,-18.49835613918927,101.01278259200657,-19.681348587710396,99.75644817722417,-19.681348587710396,99.76092117016309,-18.49835613918927,360.9250996155081,0.2788748627139475,S230518h,2791,360.9250996155081
3731,96.22641509433963,-15.818181818181818,96.8394012407394,-15.225819332062743,96.84299756251595,-16.40881427199012,95.60983262616332,-16.408814271990124,95.61342894793985,-15.225819332062743,333.21664889070036,0.2574654611507736,S230518h,3731,333.21664889070036
1865,99.99999999999999,-22.363636363636363,100.63689722144902,-21.77088551679757,100.64233067976684,-22.95387484571307,99.35766932023314,-22.953874845713074,99.36310277855097,-21.77088551679757,330.95234085541745,0.2557159053754776,S230518h,1865,330.95234085541745
6634,91.09756097560975,-5.999999999999996,91.69167423217236,-5.408179445322052,91.69296494742878,-6.5911787489207985,90.50215700379074,-6.591178748920799,90.50344771904716,-5.408179445322052,312.6587856255859,0.24158108153334523,S230518h,6634,312.6587856255859
6962,91.09756097560975,-4.909090909090911,91.69071263514527,-4.3173289032361035,91.69176547811874,-5.500328438180323,90.50335647310078,-5.500328438180324,90.50440931607424,-4.3173289032361035,310.80766070904394,0.2401507786602091,S230518h,6962,310.80766070904394
1866,101.17647058823529,-22.363636363636363,101.81336780968432,-21.770885516797566,101.81880126800215,-22.953874845713074,100.53413990846845,-22.953874845713074,100.53957336678627,-21.770885516797566,303.44265244308446,0.23446008086378384,S230518h,1866,303.44265244308446
6307,91.37614678899082,-7.090909090909093,91.97144089968485,-6.49902977593281,91.97297185867863,-7.682028800430684,90.77932171930303,-7.682028800430684,90.78085267829682,-6.49902977593281,303.1025456277823,0.23419729159940045,S230518h,6307,303.1025456277823
5659,95.26153846153846,-9.272727272727273,95.85986114846347,-8.68072962595141,95.86188154679621,-9.863727945526662,94.6611953762807,-9.863727945526662,94.66321577461348,-8.68072962595141,300.71107432742065,0.23234948098361569,S230518h,5659,300.71107432742065
1261,101.66112956810632,-24.545454545454543,102.30833636018394,-23.952566753603886,102.31446798124679,-25.13555360576676,101.00779115496587,-25.135553605766763,101.01392277602872,-23.952566753603886,298.81165245011954,0.23088186064955607,S230518h,1261,298.81165245011954
7290,90.82066869300913,-3.8181818181818143,91.41307625386924,-3.2264781930583086,91.41389315055535,-4.409477912273196,90.22744423546293,-4.409477912273196,90.22826113214904,-3.226478193058309,291.7199173748617,0.22540231199078156,S230518h,7290,291.7199173748617
7946,88.6322188449848,-1.636363636363633,89.22378567492295,-1.0447764396276775,89.2241347163782,-2.22777638817955,88.04030297359141,-2.22777638817955,88.04065201504667,-1.0447764396276775,291.1280251863251,0.2249449765131563,S230518h,7946,291.1280251863251
7618,89.72644376899696,-2.72727272727273,90.31832337326757,-2.1356273576800744,90.31890581284013,-3.318627214630282,89.1339817251538,-3.318627214630282,89.13456416472636,-2.1356273576800744,286.9990484701347,0.22175465304686554,S230518h,7618,286.9990484701347
963,102.68456375838927,-25.63636363636364,103.33741036113187,-25.043405644592607,103.34391138683812,-26.22639112602681,102.02521612994043,-26.22639112602681,102.03171715564667,-25.043405644592607,280.8554274661877,0.2170076807086507,S230518h,963,280.8554274661877
4691,97.26708074534162,-12.54545454545454,97.87165886999414,-11.953276687262093,97.87444308364718,-13.136273565602837,96.65971840703607,-13.136273565602837,96.6625026206891,-11.953276687262093,278.5945928985381,0.2152608087666775,S230518h,4691,278.5945928985381
7289,89.72644376899696,-3.8181818181818143,90.31885132985707,-3.2264781930583086,90.31966822654319,-4.409477912273196,89.13321931145074,-4.409477912273196,89.13403620813686,-3.2264781930583086,278.14948837707516,0.21491689125457158,S230518h,7289,278.14948837707516
1262,102.85714285714288,-24.545454545454543,103.5043496492205,-23.952566753603882,103.51048127028335,-25.135553605766763,102.20380444400243,-25.135553605766763,102.20993606506528,-23.952566753603882,272.9703586896009,0.21091514939147937,S230518h,1262,272.9703586896009
1562,100.99009900990099,-23.45454545454546,101.63199327507252,-22.86172668493405,101.63776939421413,-24.04471481798269,100.34242862558784,-24.044714817982687,100.34820474472947,-22.86172668493405,269.4404571350398,0.20818771144806492,S230518h,1562,269.4404571350398
5010,93.62229102167181,-11.454545454545455,94.22455087748733,-10.86242809134075,94.22707585577885,-12.045425503062717,93.01750618756479,-12.045425503062717,93.02003116585631,-10.86242809134075,268.45232811863735,0.20742421690560595,S230518h,5010,268.45232811863735
7947,89.72644376899696,-1.636363636363633,90.31801059893512,-1.0447764396276775,90.31835964039037,-2.22777638817955,89.13452789760356,-2.22777638817955,89.13487693905883,-1.0447764396276775,266.1470665453432,0.20564301768876841,S230518h,7947,266.1470665453432
374,103.20819112627987,-27.818181818181824,103.87335135976775,-27.225079558088602,103.88063757770743,-28.40806200687395,102.53574467485231,-28.40806200687395,102.54303089279199,-27.225079558088602,264.55270598590863,0.20441110812469956,S230518h,374,264.55270598590863
2481,101.03225806451613,-20.18181818181818,101.66006491631163,-19.589200175123644,101.66484769927283,-20.77219165793629,100.39966842975943,-20.77219165793629,100.40445121272063,-19.589200175123644,264.2954718831981,0.204212351858773,S230518h,2481,264.2954718831981
667,102.50847457627118,-26.727272727272727,103.16730104979993,-26.134243275254885,103.17418652827592,-27.317227290829493,101.84276262426644,-27.317227290829493,101.84964810274245,-26.134243275254885,263.0436690535778,0.203245125299503,S230518h,667,263.0436690535778
6963,92.19512195121952,-4.909090909090911,92.78827361075503,-4.3173289032361035,92.7893264537285,-5.500328438180324,91.60091744871055,-5.500328438180325,91.60197029168401,-4.3173289032361035,251.7565985408256,0.1945239799897431,S230518h,6963,251.7565985408256
84,104.27586206896552,-28.909090909090907,104.94772491883967,-28.31591440026569,104.95542950520348,-29.498895174969874,103.59629463272756,-29.49889517496988,103.60399921909136,-28.31591440026569,247.47571806707734,0.19121628552437303,S230518h,84,247.47571806707734
8931,86.4437689969605,1.636363636363633,87.03568486835391,2.22777638817955,87.03533582689865,1.0447764396276775,85.85220216702237,1.0447764396276775,85.8518531255671,2.22777638817955,246.72944440209568,0.1906396645964007,S230518h,8931,246.72944440209568
8275,88.6322188449848,-0.5454545454545485,89.22368751518994,0.04607451881298135,89.22380379205369,-1.1369254754733231,88.04063389791594,-1.1369254754733231,88.04075017477967,0.04607451881298136,246.22222931122775,0.1902477563057805,S230518h,8275,246.22222931122775
668,103.72881355932203,-26.727272727272727,104.38764003285078,-26.134243275254885,104.39452551132679,-27.317227290829493,103.06310160731731,-27.317227290829493,103.0699870857933,-26.134243275254885,241.9356823661138,0.18693568354578402,S230518h,668,241.9356823661138
