name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
8009581,102.423,-25.511,326.515,6.386962864201452e-07,1.0,0.01967264130861564,1324,0.5,S230518h,8009581,6.386962864201452e-07
8009576,102.195,-25.560,289.442,6.385398795687856e-07,0.7,0.013765100895089392,1325,0.5,S230518h,8009576,6.385398795687856e-07
8009557,102.055,-25.560,284.518,6.385398795687856e-07,0.2,0.003927232645961789,1326,0.5,S230518h,8009557,6.385398795687856e-07
7245901,83.046,3.275,223.303,6.383095601847411e-07,0.2,0.003925813250351304,1327,0.5,S230518h,7245901,6.383095601847411e-07
7245887,83.085,3.280,276.382,6.383095601847411e-07,0.2,0.003925813250351304,1328,0.5,S230518h,7245887,6.383095601847411e-07
1378788,101.714,-22.682,317.365,6.382689643984406e-07,4.0,0.07866163981171899,1329,0.5,S230518h,1378788,6.382689643984406e-07
7983484,101.720,-22.658,286.138,6.382689643984406e-07,0.4,0.007859040792851572,1330,0.5,S230518h,7983484,6.382689643984406e-07
1308341,97.956,-18.802,261.359,6.382650213582544e-07,2.0,0.039326619580191506,1331,0.5,S230518h,1308341,6.382650213582544e-07
7984111,100.596,-22.094,245.069,6.381847669520678e-07,0.2,0.003925044183659806,1332,0.5,S230518h,7984111,6.381847669520678e-07
7983776,100.604,-22.252,245.906,6.381847669520678e-07,0.3,0.005891523602334335,1333,0.5,S230518h,7983776,6.381847669520678e-07
19498112,319.272,-84.578,273.942,6.377283221658803e-07,0.2,0.003922231238806591,1334,0.5,S230518h,19498112,6.377283221658803e-07
7983988,101.538,-22.230,308.436,6.374346382438098e-07,0.1,0.0019562533455617275,1335,0.5,S230518h,7983988,6.374346382438098e-07
7983985,101.584,-22.057,303.360,6.374346382438098e-07,0.1,0.0019562533455617275,1336,0.5,S230518h,7983985,6.374346382438098e-07
7983974,101.595,-22.200,290.740,6.374346382438098e-07,0.3,0.005884589344063687,1337,0.5,S230518h,7983974,6.374346382438098e-07
8062874,102.074,-23.157,288.077,6.37325068376569e-07,2.0,0.03926869283894903,1338,0.5,S230518h,8062874,6.37325068376569e-07
18492121,306.326,-86.309,246.556,6.372350728788656e-07,0.2,0.003919191477842622,1339,0.5,S230518h,18492121,6.372350728788656e-07
7733072,95.543,-15.286,235.600,6.370408136408855e-07,0.06,0.0011698580357437122,1340,0.5,S230518h,7733072,6.370408136408855e-07
7495979,82.516,-88.409,261.056,6.36553074549243e-07,0.3,0.005876440088778753,1341,0.5,S230518h,7495979,6.36553074549243e-07
6217758,88.990,-88.552,259.112,6.36553074549243e-07,0.1,0.001953536927133416,1342,0.5,S230518h,6217758,6.36553074549243e-07
8009503,101.757,-25.292,317.311,6.363465335226827e-07,0.5,0.00979616111024404,1343,0.5,S230518h,8009503,6.363465335226827e-07
8009764,101.759,-25.260,285.789,6.363465335226827e-07,0.3,0.0058745308046707235,1344,0.5,S230518h,8009764,6.363465335226827e-07
7927160,99.809,-21.381,281.179,6.363459516494637e-07,0.2,0.003913712065957954,1345,0.5,S230518h,7927160,6.363459516494637e-07
7927560,99.653,-21.351,244.357,6.363459516494637e-07,0.1,0.001952898706134351,1346,0.5,S230518h,7927560,6.363459516494637e-07
8009042,102.398,-25.777,342.165,6.362476173028846e-07,0.8,0.01567616819375737,1347,0.5,S230518h,8009042,6.362476173028846e-07
1184497,102.296,-25.647,334.653,6.362476173028846e-07,9.0,0.17643801738008527,1348,0.5,S230518h,1184497,6.362476173028846e-07
8009053,102.302,-25.862,298.665,6.362476173028846e-07,0.3,0.005873616414103231,1349,0.5,S230518h,8009053,6.362476173028846e-07
2143678,102.303,-25.650,308.869,6.362476173028846e-07,2.0,0.039202292464927305,1350,0.5,S230518h,2143678,6.362476173028846e-07
8008425,102.331,-25.694,298.296,6.362476173028846e-07,0.1,0.0019525957022415755,1351,0.5,S230518h,8008425,6.362476173028846e-07
7742892,96.480,-16.574,221.304,6.35855175088954e-07,0.1,0.0019513864450222294,1352,0.5,S230518h,7742892,6.35855175088954e-07
1304217,343.435,-87.875,234.040,6.356421312615279e-07,1.6,0.03133039947719856,1353,0.5,S230518h,1304217,6.356421312615279e-07
20341528,342.257,-87.778,234.717,6.356421312615279e-07,0.2,0.003909374612671724,1354,0.5,S230518h,20341528,6.356421312615279e-07
7200119,81.371,5.586,261.628,6.35471490318832e-07,2.0,0.03915446187355463,1355,0.5,S230518h,7200119,6.35471490318832e-07
2749068,352.819,-88.400,223.046,6.354312373448544e-07,0.1,0.0019500801386173419,1356,0.5,S230518h,2749068,6.354312373448544e-07
7852086,98.917,-20.499,237.164,6.353329254294142e-07,0.1,0.001949777203843065,1357,0.5,S230518h,7852086,6.353329254294142e-07
7852012,99.000,-20.485,225.234,6.353329254294142e-07,0.06,0.001166700460830138,1358,0.5,S230518h,7852012,6.353329254294142e-07
7852085,98.885,-20.506,253.826,6.353329254294142e-07,0.2,0.003907469061375382,1359,0.5,S230518h,7852085,6.353329254294142e-07
7905223,98.962,-20.425,228.123,6.353329254294142e-07,0.2,0.003907469061375382,1360,0.5,S230518h,7905223,6.353329254294142e-07
7963198,101.124,-24.412,353.545,6.353063424826272e-07,0.6,0.011737745021130067,1361,0.5,S230518h,7963198,6.353063424826272e-07
7963397,100.981,-24.296,308.310,6.353063424826272e-07,0.3,0.005864915183720408,1362,0.5,S230518h,7963397,6.353063424826272e-07
19060236,309.981,-80.066,269.881,6.350882393618758e-07,0.4,0.007819836909307062,1363,0.5,S230518h,19060236,6.350882393618758e-07
19060251,310.039,-79.855,265.112,6.350882393618758e-07,0.1,0.0019490232370598262,1364,0.5,S230518h,19060251,6.350882393618758e-07
8011032,101.500,-21.720,294.557,6.347518508206342e-07,0.5,0.009771592122740064,1365,0.5,S230518h,8011032,6.347518508206342e-07
8011159,101.409,-21.798,323.109,6.347518508206342e-07,0.4,0.007815690767454201,1366,0.5,S230518h,8011159,6.347518508206342e-07
8011290,101.368,-21.611,343.746,6.347518508206342e-07,0.1,0.0019479867015966112,1367,0.5,S230518h,8011290,6.347518508206342e-07
6217394,70.413,-89.270,273.455,6.343640297489539e-07,0.3,0.0058562043587712005,1368,0.5,S230518h,6217394,6.343640297489539e-07
6217323,89.394,-89.326,260.067,6.343640297489539e-07,0.3,0.0058562043587712005,1369,0.5,S230518h,6217323,6.343640297489539e-07
6217326,82.288,-89.276,261.590,6.343640297489539e-07,0.2,0.003901498021284383,1370,0.5,S230518h,6217326,6.343640297489539e-07
6217327,83.406,-89.308,245.753,6.343640297489539e-07,0.2,0.003901498021284383,1371,0.5,S230518h,6217327,6.343640297489539e-07
6217333,79.961,-89.216,221.316,6.343640297489539e-07,0.1,0.0019467916837975652,1372,0.5,S230518h,6217333,6.343640297489539e-07
1534021,94.487,-8.319,304.580,6.341766213205771e-07,5.0,0.09769852854359339,1373,0.5,S230518h,1534021,6.341766213205771e-07
7732942,96.040,-15.229,351.734,6.34027074396609e-07,2.0,0.039065446455758844,1374,0.5,S230518h,7732942,6.34027074396609e-07
1521328,96.086,-15.199,327.135,6.34027074396609e-07,1.4,0.027343438122924415,1375,0.5,S230518h,1521328,6.34027074396609e-07
8085212,102.579,-25.007,310.923,6.340009421480345e-07,1.0,0.019527960671395252,1376,0.5,S230518h,8085212,6.340009421480345e-07
1186358,305.881,-84.618,233.359,6.332745405471805e-07,4.9,0.09560819736807646,1377,0.5,S230518h,1186358,6.332745405471805e-07
18641554,306.216,-84.684,224.383,6.332745405471805e-07,0.2,0.003894783796178736,1378,0.5,S230518h,18641554,6.332745405471805e-07
1279520,305.795,-84.612,265.858,6.332745405471805e-07,5.0,0.09755954659301046,1379,0.5,S230518h,1279520,6.332745405471805e-07
1298228,305.712,-84.613,280.619,6.332745405471805e-07,3.0,0.05853256209433057,1380,0.5,S230518h,1298228,6.332745405471805e-07
55687,76.912,12.566,231.529,6.326007099871399e-07,4.0,0.07796300166071023,1381,0.5,S230518h,55687,6.326007099871399e-07
2750480,343.765,-89.451,216.144,6.325550827191582e-07,0.1,0.0019412176599603076,1382,0.5,S230518h,2750480,6.325550827191582e-07
2750930,22.041,-88.779,251.559,6.317392996697906e-07,0.2,0.0038853225249468517,1383,0.5,S230518h,2750930,6.317392996697906e-07
2750884,17.536,-88.726,254.319,6.317392996697906e-07,1.0,0.01945827123949127,1384,0.5,S230518h,2750884,6.317392996697906e-07
8031373,102.099,-23.760,297.554,6.31543694214294e-07,0.3,0.005830132919574274,1385,0.5,S230518h,8031373,6.31543694214294e-07
8031742,102.220,-23.698,296.540,6.31543694214294e-07,0.1,0.001938101204065257,1386,0.5,S230518h,8031742,6.31543694214294e-07
8031755,102.177,-23.666,291.287,6.31543694214294e-07,1.0,0.019452243923855837,1387,0.5,S230518h,8031755,6.31543694214294e-07
8031799,102.031,-23.601,323.788,6.31543694214294e-07,0.4,0.007776148777328783,1388,0.5,S230518h,8031799,6.31543694214294e-07
8031805,102.130,-23.520,335.221,6.31543694214294e-07,0.3,0.005830132919574274,1389,0.5,S230518h,8031805,6.31543694214294e-07
1568307,100.489,-19.188,331.020,6.315116791570923e-07,5.0,0.09728794573217035,1390,0.5,S230518h,1568307,6.315116791570923e-07
19060036,308.164,-80.220,238.796,6.314984762582948e-07,0.1,0.0019379618710939426,1391,0.5,S230518h,19060036,6.314984762582948e-07
8009025,102.478,-25.826,329.752,6.311704337729108e-07,1.0,0.01944074241185186,1392,0.5,S230518h,8009025,6.311704337729108e-07
8084971,102.536,-25.891,345.234,6.311704337729108e-07,0.4,0.007771548172527192,1393,0.5,S230518h,8084971,6.311704337729108e-07
20926723,331.935,-86.974,256.324,6.308973783602799e-07,0.2,0.003880133993308269,1394,0.5,S230518h,20926723,6.308973783602799e-07
7496246,96.559,-88.263,220.149,6.308954122834981e-07,0.1,0.001936103611611746,1395,0.5,S230518h,7496246,6.308954122834981e-07
2138385,78.268,9.751,225.982,6.308162845712763e-07,0.9,0.017486055342629814,1396,0.5,S230518h,2138385,6.308162845712763e-07
7963959,100.564,-23.607,292.721,6.305085514038103e-07,0.4,0.007763390171121825,1397,0.5,S230518h,7963959,6.305085514038103e-07
7982959,100.534,-23.333,346.011,6.305085514038103e-07,0.6,0.011649042583527362,1398,0.5,S230518h,7982959,6.305085514038103e-07
7779142,97.407,-18.061,277.042,6.302374720456701e-07,0.1,0.0019340762584008793,1399,0.5,S230518h,7779142,6.302374720456701e-07
66886,81.284,9.671,238.753,6.299924416601833e-07,2.0,0.038816803033071584,1400,0.5,S230518h,66886,6.299924416601833e-07
8009775,101.623,-25.210,330.080,6.299570790388736e-07,0.6,0.01163884686173856,1401,0.5,S230518h,8009775,6.299570790388736e-07
8009782,101.555,-25.138,333.306,6.299570790388736e-07,0.2,0.003874339184786686,1402,0.5,S230518h,8009782,6.299570790388736e-07
8009767,101.570,-25.232,311.025,6.299570790388736e-07,0.5,0.009697719942500592,1403,0.5,S230518h,8009767,6.299570790388736e-07
19059339,313.574,-80.944,217.558,6.299513198822289e-07,0.2,0.003874303692673438,1404,0.5,S230518h,19059339,6.299513198822289e-07
19059360,313.157,-81.004,231.958,6.299513198822289e-07,0.1,0.0019331945194920928,1405,0.5,S230518h,19059360,6.299513198822289e-07
7983814,100.746,-22.437,263.540,6.295418909448719e-07,0.3,0.005811628067374396,1406,0.5,S230518h,7983814,6.295418909448719e-07
7983807,100.645,-22.335,228.142,6.295418909448719e-07,0.1,0.0019319329199986306,1407,0.5,S230518h,7983807,6.295418909448719e-07
7822785,98.230,-19.531,294.198,6.293139120253336e-07,0.3,0.005809520609426262,1408,0.5,S230518h,7822785,6.293139120253336e-07
1242036,98.217,-19.471,330.344,6.293139120253336e-07,2.0,0.038774987100414174,1409,0.5,S230518h,1242036,6.293139120253336e-07
7927368,100.748,-21.124,252.522,6.290740614282532e-07,0.3,0.005807303408606968,1410,0.5,S230518h,7927368,6.290740614282532e-07
7851950,99.109,-20.750,325.307,6.286265473360567e-07,0.2,0.0038661394804221346,1411,0.5,S230518h,7851950,6.286265473360567e-07
1288470,98.917,-20.802,286.442,6.286265473360567e-07,2.0,0.038732626687424616,1412,0.5,S230518h,1288470,6.286265473360567e-07
1432830,98.879,-20.783,336.770,6.286265473360567e-07,2.0,0.038732626687424616,1413,0.5,S230518h,1432830,6.286265473360567e-07
2751016,1.973,-88.629,274.935,6.285350168452325e-07,0.1,0.0019288303746282773,1414,0.5,S230518h,2751016,6.285350168452325e-07
52981,83.811,2.558,273.831,6.285244321066998e-07,3.0,0.05809345773294212,1415,0.5,S230518h,52981,6.285244321066998e-07
97901,78.911,8.887,215.315,6.28436126389409e-07,0.01,0.00018572937739573525,1416,0.5,S230518h,97901,6.28436126389409e-07
72730,78.910,8.888,225.321,6.28436126389409e-07,1.1,0.021292928765659386,1417,0.5,S230518h,72730,6.28436126389409e-07
18492782,305.547,-85.593,282.957,6.283616005937508e-07,0.4,0.007736928025363929,1418,0.5,S230518h,18492782,6.283616005937508e-07
18497188,310.536,-88.300,216.373,6.28258097617607e-07,0.2,0.0038638688251960377,1419,0.5,S230518h,18497188,6.28258097617607e-07
18497591,312.353,-88.182,229.967,6.28258097617607e-07,0.3,0.005799760564638682,1420,0.5,S230518h,18497591,6.28258097617607e-07
18497612,313.958,-88.181,242.120,6.28258097617607e-07,0.2,0.0038638688251960377,1421,0.5,S230518h,18497612,6.28258097617607e-07
19158658,314.792,-82.124,258.056,6.280820429909887e-07,0.1,0.0019274345974056046,1422,0.5,S230518h,19158658,6.280820429909887e-07
6207181,57.527,-88.575,238.643,6.27556938315837e-07,0.1,0.001925816558884774,1423,0.5,S230518h,6207181,6.27556938315837e-07
8031147,102.306,-24.152,346.492,6.275085576286553e-07,0.3,0.005792831748543056,1424,0.5,S230518h,8031147,6.275085576286553e-07
7927122,99.361,-21.393,319.643,6.274558672274504e-07,0.1,0.0019255051220949484,1425,0.5,S230518h,7927122,6.274558672274504e-07
7851358,99.264,-21.433,345.632,6.274558672274504e-07,0.6,0.01159260400101595,1426,0.5,S230518h,7851358,6.274558672274504e-07
7851374,99.262,-21.431,325.122,6.274558672274504e-07,0.3,0.0057923446736633495,1427,0.5,S230518h,7851374,6.274558672274504e-07
7495916,85.625,-88.431,257.586,6.274099519589497e-07,0.3,0.005791920228728974,1428,0.5,S230518h,7495916,6.274099519589497e-07
7496130,94.623,-88.201,258.017,6.272160575929298e-07,0.5,0.009655489521635667,1429,0.5,S230518h,7496130,6.272160575929298e-07
18522172,315.421,-88.765,279.547,6.271018552158461e-07,1.0,0.019315374706290044,1430,0.5,S230518h,18522172,6.271018552158461e-07
18522110,315.153,-88.763,238.858,6.271018552158461e-07,0.5,0.009653730026300395,1431,0.5,S230518h,18522110,6.271018552158461e-07
18498245,308.556,-87.651,263.959,6.270742261957644e-07,0.5,0.009653304350993163,1432,0.5,S230518h,18498245,6.270742261957644e-07
18498317,307.191,-87.548,228.190,6.270742261957644e-07,0.1,0.001924329147247231,1433,0.5,S230518h,18498317,6.270742261957644e-07
18497747,309.584,-87.656,231.028,6.270742261957644e-07,0.2,0.0038565729481837142,1434,0.5,S230518h,18497747,6.270742261957644e-07
8084978,102.737,-25.833,312.744,6.269738728601338e-07,0.2,0.003855954497918736,1435,0.5,S230518h,8084978,6.269738728601338e-07
8865733,96.007,-88.710,277.959,6.269492214360401e-07,0.4,0.007719519809506519,1436,0.5,S230518h,8865733,6.269492214360401e-07
8865275,92.288,-88.751,240.343,6.269492214360401e-07,0.2,0.003855802577908634,1437,0.5,S230518h,8865275,6.269492214360401e-07
1279386,91.113,-88.881,266.863,6.269492214360401e-07,3.0,0.05794784382027904,1438,0.5,S230518h,1279386,6.269492214360401e-07
8865689,100.838,-88.597,219.378,6.269492214360401e-07,0.2,0.003855802577908634,1439,0.5,S230518h,8865689,6.269492214360401e-07
8865738,96.385,-88.769,281.768,6.269492214360401e-07,0.2,0.003855802577908634,1440,0.5,S230518h,8865738,6.269492214360401e-07
8865705,99.941,-88.597,251.305,6.269492214360401e-07,1.0,0.01931067150430018,1441,0.5,S230518h,8865705,6.269492214360401e-07
7733467,95.756,-14.651,350.598,6.256544375900369e-07,0.5,0.009631429925148071,1442,0.5,S230518h,7733467,6.256544375900369e-07
7733525,95.606,-14.630,316.214,6.256544375900369e-07,0.2,0.003847823177845678,1443,0.5,S230518h,7733525,6.256544375900369e-07
1521299,95.715,-14.628,306.816,6.256544375900369e-07,2.0,0.038549463661660045,1444,0.5,S230518h,1521299,6.256544375900369e-07
19497477,321.079,-85.093,247.925,6.253285784427226e-07,0.1,0.0019189501715079524,1445,0.5,S230518h,19497477,6.253285784427226e-07
1269789,322.068,-84.984,267.349,6.253285784427226e-07,5.0,0.09633532660617099,1446,0.5,S230518h,1269789,6.253285784427226e-07
7303234,84.183,1.689,225.196,6.246666995906937e-07,0.1,0.0019169106819939877,1447,0.5,S230518h,7303234,6.246666995906937e-07
7303232,84.097,1.738,252.690,6.246666995906937e-07,0.2,0.003841736017677228,1448,0.5,S230518h,7303232,6.246666995906937e-07
1279927,312.881,-80.496,269.014,6.245621999181021e-07,2.0,0.03848215202987608,1449,0.5,S230518h,1279927,6.245621999181021e-07
19059303,312.663,-80.564,215.562,6.245621999181021e-07,1.0,0.019237118688093413,1450,0.5,S230518h,19059303,6.245621999181021e-07
1279929,313.191,-80.495,260.000,6.245621999181021e-07,1.0,0.019237118688093413,1451,0.5,S230518h,1279929,6.245621999181021e-07
7983794,100.812,-22.258,224.823,6.24322200343106e-07,0.2,0.0038396129626774495,1452,0.5,S230518h,7983794,6.24322200343106e-07
8085022,102.672,-25.485,286.907,6.240850273161275e-07,0.3,0.005761184321744008,1453,0.5,S230518h,8085022,6.240850273161275e-07
8085001,102.623,-25.447,323.138,6.240850273161275e-07,0.5,0.009607250305366181,1454,0.5,S230518h,8085001,6.240850273161275e-07
6217423,64.391,-89.455,268.716,6.24008269207109e-07,0.4,0.007683271234930735,1455,0.5,S230518h,6217423,6.24008269207109e-07
7927605,99.379,-21.226,236.367,6.23920218640775e-07,0.1,0.0019146105026408224,1456,0.5,S230518h,7927605,6.23920218640775e-07
7927604,99.437,-21.286,246.748,6.23920218640775e-07,0.1,0.0019146105026408224,1457,0.5,S230518h,7927604,6.23920218640775e-07
1526357,100.171,-18.680,335.427,6.238435691723728e-07,3.0,0.05766075448936806,1458,0.5,S230518h,1526357,6.238435691723728e-07
8084561,102.700,-26.031,313.894,6.234377970092372e-07,0.6,0.011518317185071012,1459,0.5,S230518h,8084561,6.234377970092372e-07
1335614,306.269,-82.789,264.242,6.232422274953261e-07,10.0,0.1920356872442041,1460,0.5,S230518h,1335614,6.232422274953261e-07
1335612,305.806,-82.819,267.912,6.232422274953261e-07,8.0,0.15362696686462546,1461,0.5,S230518h,1335612,6.232422274953261e-07
1258912,306.269,-82.789,271.643,6.232422274953261e-07,8.0,0.15362696686462546,1462,0.5,S230518h,1258912,6.232422274953261e-07
1208711,305.806,-82.819,274.535,6.232422274953261e-07,5.0,0.09601388629525742,1463,0.5,S230518h,1208711,6.232422274953261e-07
1280001,308.796,-79.890,263.997,6.227930000084781e-07,2.0,0.03837312105985113,1464,0.5,S230518h,1280001,6.227930000084781e-07
19060166,308.414,-80.030,241.618,6.227930000084781e-07,0.3,0.005749240703341805,1465,0.5,S230518h,19060166,6.227930000084781e-07
18521663,323.036,-89.371,238.896,6.227906032791411e-07,0.3,0.005749218547756977,1466,0.5,S230518h,18521663,6.227906032791411e-07
18521661,325.027,-89.132,225.535,6.227906032791411e-07,0.3,0.005749218547756977,1467,0.5,S230518h,18521661,6.227906032791411e-07
2750546,333.878,-89.272,262.262,6.227906032791411e-07,0.2,0.0038301741472749006,1468,0.5,S230518h,2750546,6.227906032791411e-07
18521662,329.362,-89.262,279.813,6.227906032791411e-07,0.4,0.007668262948239053,1469,0.5,S230518h,18521662,6.227906032791411e-07
8030890,102.437,-24.565,299.626,6.219158305749345e-07,0.4,0.0076574809765724075,1470,0.5,S230518h,8030890,6.219158305749345e-07
8030582,102.527,-24.714,306.306,6.219158305749345e-07,0.4,0.0076574809765724075,1471,0.5,S230518h,8030582,6.219158305749345e-07
19294941,316.243,-82.794,226.394,6.218217397043117e-07,0.1,0.0019081443256764527,1472,0.5,S230518h,19294941,6.218217397043117e-07
51044,85.328,5.562,255.926,6.217023056739898e-07,0.9,0.01723330398335795,1473,0.5,S230518h,51044,6.217023056739898e-07
51051,85.451,5.615,272.920,6.217023056739898e-07,2.0,0.038305904539748976,1474,0.5,S230518h,51051,6.217023056739898e-07
7963416,100.908,-24.096,308.144,6.212000780810639e-07,0.1,0.0019062287600741348,1475,0.5,S230518h,7963416,6.212000780810639e-07
7779762,97.292,-17.537,338.883,6.211014514969254e-07,0.4,0.007647443383832282,1476,0.5,S230518h,7779762,6.211014514969254e-07
7779792,97.256,-17.617,329.493,6.211014514969254e-07,0.2,0.0038197643650715154,1477,0.5,S230518h,7779792,6.211014514969254e-07
7779785,97.245,-17.629,294.203,6.211014514969254e-07,0.2,0.0038197643650715154,1478,0.5,S230518h,7779785,6.211014514969254e-07
7779782,97.349,-17.588,288.010,6.211014514969254e-07,0.2,0.0038197643650715154,1479,0.5,S230518h,7779782,6.211014514969254e-07
20342191,336.559,-87.408,271.696,6.210737643042165e-07,0.3,0.0057333479315144825,1480,0.5,S230518h,20342191,6.210737643042165e-07
20342198,337.265,-87.416,222.133,6.210737643042165e-07,0.2,0.0038195937364465717,1481,0.5,S230518h,20342198,6.210737643042165e-07
20342204,338.617,-87.501,214.429,6.210737643042165e-07,0.2,0.0038195937364465717,1482,0.5,S230518h,20342204,6.210737643042165e-07
20342193,336.490,-87.365,222.573,6.210737643042165e-07,0.2,0.0038195937364465717,1483,0.5,S230518h,20342193,6.210737643042165e-07
7962810,101.513,-24.936,330.961,6.207036367354172e-07,0.4,0.007642540135861091,1484,0.5,S230518h,7962810,6.207036367354172e-07
7962793,101.343,-24.909,334.050,6.207036367354172e-07,0.7,0.013380381228023848,1485,0.5,S230518h,7962793,6.207036367354172e-07
7962786,101.448,-24.932,315.302,6.207036367354172e-07,1.0,0.019118222320186607,1486,0.5,S230518h,7962786,6.207036367354172e-07
8009773,101.506,-25.010,347.421,6.207036367354172e-07,0.4,0.007642540135861091,1487,0.5,S230518h,8009773,6.207036367354172e-07
7962822,101.351,-24.928,306.636,6.207036367354172e-07,0.2,0.00381731274108592,1488,0.5,S230518h,7962822,6.207036367354172e-07
7905233,98.892,-20.227,239.178,6.20590095756936e-07,0.1,0.00190434918264097,1489,0.5,S230518h,7905233,6.20590095756936e-07
1310625,95.753,-88.041,281.425,6.198629620493944e-07,2.0,0.03819255080368562,1490,0.5,S230518h,1310625,6.198629620493944e-07
7496178,93.438,-88.012,251.588,6.198629620493944e-07,0.2,0.003812131892048235,1491,0.5,S230518h,7496178,6.198629620493944e-07
7496378,95.150,-87.894,218.767,6.198629620493944e-07,0.1,0.0019021086191794915,1492,0.5,S230518h,7496378,6.198629620493944e-07
7496307,94.782,-87.961,261.897,6.198629620493944e-07,1.0,0.019092318074998182,1493,0.5,S230518h,7496307,6.198629620493944e-07
7496363,95.782,-87.872,238.892,6.198629620493944e-07,0.2,0.003812131892048235,1494,0.5,S230518h,7496363,6.198629620493944e-07
8865324,97.276,-88.910,272.385,6.194545944839758e-07,0.4,0.007627145121704015,1495,0.5,S230518h,8865324,6.194545944839758e-07
1279381,97.445,-88.971,258.171,6.194545944839758e-07,6.0,0.11451798197720976,1496,0.5,S230518h,1279381,6.194545944839758e-07
8838655,102.694,-88.027,219.970,6.18942534978019e-07,0.2,0.0038064595507891507,1497,0.5,S230518h,8838655,6.18942534978019e-07
7496226,99.020,-88.084,252.694,6.18942534978019e-07,0.3,0.005713646653028352,1498,0.5,S230518h,7496226,6.18942534978019e-07
19060462,310.754,-79.565,268.413,6.184873160981421e-07,0.1,0.0018978697535866312,1499,0.5,S230518h,19060462,6.184873160981421e-07
7983838,100.963,-22.552,225.121,6.184481790313802e-07,0.2,0.0038034129697834414,1500,0.5,S230518h,7983838,6.184481790313802e-07
8009007,102.354,-26.128,295.260,6.183676551891928e-07,0.2,0.003802916723283763,1501,0.5,S230518h,8009007,6.183676551891928e-07
8008983,102.272,-26.111,300.830,6.183676551891928e-07,0.6,0.011424579477229791,1502,0.5,S230518h,8008983,6.183676551891928e-07
7816628,96.901,-16.845,306.880,6.182526216982664e-07,0.3,0.005707269031676859,1503,0.5,S230518h,7816628,6.182526216982664e-07
7816396,96.723,-16.936,292.115,6.182526216982664e-07,0.1,0.001897146574766118,1504,0.5,S230518h,7816396,6.182526216982664e-07
7816634,96.841,-17.029,318.125,6.182526216982664e-07,2.0,0.03809330991541816,1505,0.5,S230518h,7816634,6.182526216982664e-07
7816619,96.963,-16.903,294.499,6.182526216982664e-07,0.4,0.007612330260132228,1506,0.5,S230518h,7816619,6.182526216982664e-07
7816581,96.806,-17.285,212.439,6.181656753421767e-07,0.2,0.0038016719765185244,1507,0.5,S230518h,7816581,6.181656753421767e-07
7816601,96.827,-17.340,261.647,6.181656753421767e-07,0.1,0.001896878661414636,1508,0.5,S230518h,7816601,6.181656753421767e-07
7816594,96.817,-17.341,254.046,6.181656753421767e-07,0.1,0.001896878661414636,1509,0.5,S230518h,7816594,6.181656753421767e-07
1279564,305.807,-84.196,256.213,6.180746533728363e-07,6.0,0.1142628559446347,1510,0.5,S230518h,1279564,6.180746533728363e-07
1279555,304.941,-84.260,235.127,6.180746533728363e-07,3.0,0.057127470645472724,1511,0.5,S230518h,1279555,6.180746533728363e-07
55669,76.440,12.978,243.487,6.178622100282317e-07,4.0,0.07614641446952738,1512,0.5,S230518h,55669,6.178622100282317e-07
7733542,95.011,-14.466,269.342,6.178105112270042e-07,0.4,0.0076068810473804436,1513,0.5,S230518h,7733542,6.178105112270042e-07
7733567,95.145,-14.480,237.823,6.178105112270042e-07,0.1,0.001895784271578172,1514,0.5,S230518h,7733567,6.178105112270042e-07
74725,78.167,9.859,255.624,6.176402266087765e-07,1.3,0.02473335015969842,1515,0.5,S230518h,74725,6.176402266087765e-07
7496297,99.369,-87.804,258.929,6.175751019060218e-07,0.7,0.013312900150915154,1516,0.5,S230518h,7496297,6.175751019060218e-07
7496357,100.957,-87.919,246.289,6.175751019060218e-07,0.2,0.003798032433340579,1517,0.5,S230518h,7496357,6.175751019060218e-07
7983749,100.412,-22.489,253.821,6.174305903186674e-07,0.1,0.0018946135970562203,1518,0.5,S230518h,7983749,6.174305903186674e-07
2749132,347.940,-88.039,266.714,6.173526858122295e-07,0.3,0.0056989499421764775,1519,0.5,S230518h,2749132,6.173526858122295e-07
1570132,102.476,-26.249,310.991,6.1733657817007e-07,2.0,0.03803685664864993,1520,0.5,S230518h,1570132,6.1733657817007e-07
8084547,102.503,-26.287,345.549,6.1733657817007e-07,0.3,0.005698801041661625,1521,0.5,S230518h,8084547,6.1733657817007e-07
7495808,102.871,-88.203,216.096,6.1665662097261e-07,0.3,0.005692515455243897,1522,0.5,S230518h,7495808,6.1665662097261e-07
8838730,106.504,-88.113,247.446,6.1665662097261e-07,0.1,0.0018922287159551313,1523,0.5,S230518h,8838730,6.1665662097261e-07
8008954,102.114,-26.002,291.747,6.166352248468987e-07,0.2,0.0037922402271063963,1524,0.5,S230518h,8008954,6.166352248468987e-07
8008892,102.036,-25.953,283.885,6.166352248468987e-07,1.0,0.01899285975028899,1525,0.5,S230518h,8008892,6.166352248468987e-07
8009016,102.240,-25.951,298.330,6.166352248468987e-07,0.1,0.001892162786708572,1526,0.5,S230518h,8009016,6.166352248468987e-07
1462596,101.995,-25.912,331.538,6.166352248468987e-07,12.0,0.22800137819404967,1527,0.5,S230518h,1462596,6.166352248468987e-07
