#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
4763,69.545,21.064,70.624,22.060,70.610,20.060,68.481,20.060,68.467,22.060,74,0.973,126,0.9,S230518h,4763,0.973
6268,292.500,-86.000,303.823,-84.901,310.943,-86.838,274.057,-86.838,281.177,-84.901,163,0.973,127,0.9,S230518h,6268,0.973
6121,306.383,-76.000,310.241,-74.967,310.819,-76.962,301.947,-76.962,302.525,-74.967,139,0.965,128,0.9,S230518h,6121,0.965
5700,114.146,-64.000,116.348,-62.983,116.511,-64.981,111.782,-64.981,111.945,-62.983,232,0.963,129,0.9,S230518h,5700,0.963
2184,90.481,-5.745,91.485,-4.744,91.488,-6.744,89.474,-6.744,89.478,-4.744,25,0.961,130,0.9,S230518h,2184,0.961
3861,77.838,11.489,78.862,12.488,78.855,10.488,76.821,10.488,76.814,12.488,40,0.960,131,0.9,S230518h,3861,0.960
5987,109.831,-72.000,112.899,-70.975,113.247,-72.972,106.414,-72.972,106.762,-70.975,195,0.956,132,0.9,S230518h,5987,0.956
6200,318.857,-80.000,324.083,-78.955,325.223,-80.945,312.491,-80.945,313.631,-78.955,115,0.942,133,0.9,S230518h,6200,0.942
3492,83.226,7.660,84.237,8.658,84.232,6.658,82.219,6.658,82.214,8.658,31,0.940,134,0.9,S230518h,3492,0.940
6278,252.000,-88.000,270.441,-86.838,297.004,-88.586,206.996,-88.586,233.559,-86.838,387,0.931,135,0.9,S230518h,6278,0.931
7081,110.571,-40.000,111.858,-38.993,111.896,-40.993,109.247,-40.993,109.285,-38.993,94,0.910,136,0.9,S230518h,7081,0.910
5782,121.558,-66.000,123.923,-64.981,124.116,-66.980,119.001,-66.980,119.194,-64.981,179,0.894,137,0.9,S230518h,5782,0.894
5924,110.769,-70.000,113.557,-68.977,113.838,-70.975,107.701,-70.975,107.981,-68.977,202,0.888,138,0.9,S230518h,5924,0.888
6044,108.679,-74.000,112.095,-72.971,112.537,-74.968,104.822,-74.968,105.263,-72.971,203,0.887,139,0.9,S230518h,6044,0.887
2186,94.332,-5.745,95.335,-4.744,95.338,-6.744,93.325,-6.744,93.328,-4.744,46,0.879,140,0.9,S230518h,2186,0.879
5615,118.636,-62.000,120.698,-60.984,120.838,-62.983,116.435,-62.983,116.575,-60.984,222,0.872,141,0.9,S230518h,5615,0.872
6329,107.089,-30.000,108.232,-28.995,108.255,-30.995,105.922,-30.995,105.945,-28.995,282,0.846,142,0.9,S230518h,6329,0.846
6239,98.182,-84.000,106.331,-82.929,109.506,-84.901,86.858,-84.901,90.032,-82.929,163,0.829,143,0.9,S230518h,6239,0.829
6163,307.317,-78.000,311.753,-76.962,312.543,-78.955,302.091,-78.955,302.881,-76.962,94,0.826,144,0.9,S230518h,6163,0.826
3860,75.892,11.489,76.916,12.488,76.909,10.488,74.875,10.488,74.868,12.488,75,0.812,145,0.9,S230518h,3860,0.812
2372,92.406,-3.830,93.407,-2.829,93.410,-4.829,91.403,-4.829,91.405,-2.829,28,0.798,146,0.9,S230518h,2372,0.798
2743,84.255,0.000,85.255,1.000,85.255,-1.000,83.255,-1.000,83.255,1.000,62,0.785,147,0.9,S230518h,2743,0.785
2121,329.032,-7.660,330.039,-6.658,330.044,-8.658,328.021,-8.658,328.026,-6.658,360,0.784,148,0.9,S230518h,2121,0.784
6936,105.000,-38.000,106.252,-36.993,106.286,-38.993,103.714,-38.993,103.748,-36.993,300,0.769,149,0.9,S230518h,6936,0.769
6230,322.759,-82.000,329.124,-80.945,330.908,-82.929,314.609,-82.929,316.393,-80.945,105,0.763,150,0.9,S230518h,6230,0.763
7611,108.293,-48.000,109.759,-46.990,109.817,-48.990,106.769,-48.990,106.827,-46.990,196,0.736,151,0.9,S230518h,7611,0.736
5701,118.537,-64.000,120.738,-62.983,120.901,-64.981,116.172,-64.981,116.335,-62.983,177,0.734,152,0.9,S230518h,5701,0.734
6228,297.931,-82.000,304.297,-80.945,306.081,-82.929,289.781,-82.929,291.565,-80.945,63,0.718,153,0.9,S230518h,6228,0.718
6276,180.000,-88.000,198.441,-86.838,225.004,-88.586,134.996,-88.586,161.559,-86.838,319,0.704,154,0.9,S230518h,6276,0.704
6020,311.186,-72.000,314.255,-70.975,314.603,-72.972,307.770,-72.972,308.118,-70.975,85,0.694,155,0.9,S230518h,6020,0.694
6198,298.286,-80.000,303.512,-78.955,304.652,-80.945,291.920,-80.945,293.060,-78.955,49,0.667,156,0.9,S230518h,6198,0.667
2558,90.000,-1.915,91.000,-0.915,91.001,-2.915,88.999,-2.915,89.000,-0.915,22,0.657,157,0.9,S230518h,2558,0.657
4585,68.764,19.149,69.829,20.146,69.816,18.146,67.712,18.146,67.699,20.146,36,0.644,158,0.9,S230518h,4585,0.644
2557,88.085,-1.915,89.085,-0.915,89.086,-2.915,87.084,-2.915,87.085,-0.915,15,0.612,159,0.9,S230518h,2557,0.612
8273,120.000,-60.000,121.941,-58.985,122.062,-60.984,117.938,-60.984,118.059,-58.985,188,0.591,160,0.9,S230518h,8273,0.591
2309,331.123,-5.745,332.126,-4.744,332.130,-6.744,330.116,-6.744,330.120,-4.744,267,0.587,161,0.9,S230518h,2309,0.587
6095,107.234,-76.000,111.092,-74.967,111.670,-76.962,102.798,-76.962,103.376,-74.967,179,0.583,162,0.9,S230518h,6095,0.583
3117,80.856,3.830,81.859,4.829,81.857,2.829,79.855,2.829,79.852,4.829,142,0.579,163,0.9,S230518h,3117,0.579
6212,99.310,-82.000,105.676,-80.945,107.460,-82.929,91.160,-82.929,92.945,-80.945,150,0.576,164,0.9,S230518h,6212,0.576
6484,102.194,-32.000,103.360,-30.995,103.386,-32.994,101.001,-32.994,101.027,-30.995,173,0.565,165,0.9,S230518h,6484,0.565
6074,312.453,-74.000,315.869,-72.971,316.311,-74.968,308.595,-74.968,309.037,-72.971,86,0.545,166,0.9,S230518h,6074,0.545
6122,314.043,-76.000,317.900,-74.967,318.479,-76.962,309.606,-76.962,310.185,-74.967,105,0.541,167,0.9,S230518h,6122,0.541
