#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
194,306.383,-84.449,310.343,-84.023,310.973,-84.845,301.793,-84.845,302.423,-84.023,51,2.027,0,0.5,S230518h,194,2.027
19089,102.857,-24.978,103.310,-24.565,103.313,-25.389,102.401,-25.389,102.404,-24.565,100,1.472,1,0.5,S230518h,19089,1.472
21179,99.953,-21.013,100.393,-20.601,100.396,-21.425,99.510,-21.425,99.513,-20.601,68,1.393,2,0.5,S230518h,21179,1.393
18269,102.353,-26.564,102.812,-26.151,102.815,-26.975,101.891,-26.975,101.894,-26.151,97,1.308,3,0.5,S230518h,18269,1.308
26849,95.034,-10.705,95.452,-10.293,95.453,-11.117,94.614,-11.117,94.615,-10.293,11,1.278,4,0.5,S230518h,26849,1.278
18677,101.854,-25.771,102.310,-25.358,102.313,-26.182,101.395,-26.182,101.398,-25.358,89,1.269,5,0.5,S230518h,18677,1.269
246,300.000,-83.656,303.498,-83.232,303.980,-84.054,296.020,-84.054,296.502,-83.232,75,1.267,6,0.5,S230518h,246,1.267
13981,107.131,-35.286,107.634,-34.873,107.639,-35.697,106.624,-35.697,106.629,-34.873,60,1.231,7,0.5,S230518h,13981,1.231
57,99.310,-86.828,105.873,-86.393,107.804,-87.210,90.816,-87.210,92.748,-86.393,46,1.211,8,0.5,S230518h,57,1.211
305,300.000,-82.863,303.133,-82.440,303.514,-83.263,296.486,-83.263,296.867,-82.440,46,1.210,9,0.5,S230518h,305,1.210
2323,117.160,-68.590,118.268,-68.175,118.309,-68.998,116.010,-68.998,116.052,-68.175,82,1.195,10,0.5,S230518h,2323,1.195
19087,101.114,-24.978,101.567,-24.565,101.570,-25.389,100.658,-25.389,100.661,-24.565,94,1.172,11,0.5,S230518h,19087,1.172
22034,101.538,-19.427,101.974,-19.015,101.976,-19.839,101.100,-19.839,101.103,-19.015,17,1.165,12,0.5,S230518h,22034,1.165
36778,79.024,6.740,79.440,7.152,79.439,6.328,78.610,6.328,78.609,7.152,139,1.149,13,0.5,S230518h,36778,1.149
33616,86.432,1.189,86.844,1.601,86.844,0.777,86.020,0.777,86.020,1.601,12,1.140,14,0.5,S230518h,33616,1.140
21604,99.485,-20.220,99.923,-19.808,99.925,-20.632,99.045,-20.632,99.047,-19.808,38,1.139,15,0.5,S230518h,21604,1.139
58,111.724,-86.828,118.286,-86.393,120.218,-87.210,103.230,-87.210,105.162,-86.393,45,1.117,16,0.5,S230518h,58,1.117
26850,95.839,-10.705,96.258,-10.293,96.259,-11.117,95.419,-11.117,95.420,-10.293,26,1.112,17,0.5,S230518h,26850,1.112
36781,81.419,6.740,81.834,7.152,81.834,6.328,81.005,6.328,81.004,7.152,23,1.106,18,0.5,S230518h,36781,1.106
4514,115.325,-59.868,116.135,-59.453,116.156,-60.277,114.494,-60.277,114.514,-59.453,79,1.092,19,0.5,S230518h,4514,1.092
250,326.667,-83.656,330.165,-83.232,330.647,-84.054,322.686,-84.054,323.169,-83.232,64,1.068,20,0.5,S230518h,250,1.068
2670,115.359,-67.004,116.396,-66.589,116.432,-67.413,114.286,-67.413,114.322,-66.589,68,1.057,21,0.5,S230518h,2670,1.057
247,306.667,-83.656,310.165,-83.232,310.647,-84.054,302.686,-84.054,303.169,-83.232,39,1.054,22,0.5,S230518h,247,1.054
12884,108.698,-37.665,109.216,-37.252,109.221,-38.076,108.175,-38.076,108.180,-37.252,107,1.051,23,0.5,S230518h,12884,1.051
12883,107.701,-37.665,108.218,-37.252,108.224,-38.076,107.177,-38.076,107.183,-37.252,26,1.047,24,0.5,S230518h,12883,1.047
6524,116.044,-53.524,116.730,-53.110,116.744,-53.934,115.344,-53.934,115.358,-53.110,118,1.033,25,0.5,S230518h,6524,1.033
27299,97.232,-9.912,97.650,-9.500,97.651,-10.324,96.813,-10.324,96.814,-9.500,2,1.014,26,0.5,S230518h,27299,1.014
5476,114.286,-56.696,115.028,-56.282,115.044,-57.106,113.527,-57.106,113.544,-56.282,92,1.013,27,0.5,S230518h,5476,1.013
18678,102.732,-25.771,103.188,-25.358,103.191,-26.182,102.273,-26.182,102.276,-25.358,102,1.009,28,0.5,S230518h,18678,1.009
15496,106.321,-32.115,106.805,-31.702,106.810,-32.526,105.833,-32.526,105.837,-31.702,95,1.007,29,0.5,S230518h,15496,1.007
4,108.000,-89.207,126.878,-88.727,155.243,-89.439,60.757,-89.439,89.122,-88.727,89,0.987,30,0.5,S230518h,4,0.987
19503,102.981,-24.185,103.431,-23.772,103.434,-24.596,102.528,-24.596,102.531,-23.772,119,0.986,31,0.5,S230518h,19503,0.986
4513,113.766,-59.868,114.577,-59.453,114.597,-60.277,112.935,-60.277,112.956,-59.453,53,0.982,32,0.5,S230518h,4513,0.982
7077,114.488,-51.938,115.150,-51.524,115.162,-52.348,113.813,-52.348,113.825,-51.524,53,0.974,33,0.5,S230518h,7077,0.974
14729,104.211,-33.700,104.703,-33.287,104.708,-34.111,103.713,-34.111,103.718,-33.287,73,0.925,34,0.5,S230518h,14729,0.925
18270,103.235,-26.564,103.694,-26.151,103.698,-26.975,102.773,-26.975,102.776,-26.151,99,0.919,35,0.5,S230518h,18270,0.919
17864,103.111,-27.357,103.573,-26.944,103.577,-27.768,102.646,-27.768,102.649,-26.944,89,0.912,36,0.5,S230518h,17864,0.912
38130,79.376,9.119,79.794,9.531,79.793,8.707,78.960,8.707,78.959,9.531,15,0.896,37,0.5,S230518h,38130,0.896
6796,112.662,-52.731,113.336,-52.317,113.349,-53.141,111.975,-53.141,111.988,-52.317,103,0.891,38,0.5,S230518h,6796,0.891
6798,115.252,-52.731,115.926,-52.317,115.939,-53.141,114.565,-53.141,114.578,-52.317,115,0.888,39,0.5,S230518h,6798,0.888
21603,98.642,-20.220,99.080,-19.808,99.082,-20.632,98.201,-20.632,98.204,-19.808,46,0.884,40,0.5,S230518h,21603,0.884
23326,99.310,-17.048,99.740,-16.636,99.742,-17.460,98.878,-17.460,98.880,-16.636,20,0.877,41,0.5,S230518h,23326,0.877
7076,113.216,-51.938,113.878,-51.524,113.890,-52.348,112.541,-52.348,112.553,-51.524,90,0.872,42,0.5,S230518h,7076,0.872
33,98.182,-87.621,106.583,-87.179,110.015,-87.990,86.349,-87.990,89.781,-87.179,66,0.868,43,0.5,S230518h,33,0.868
2493,115.200,-67.797,116.271,-67.382,116.310,-68.206,114.090,-68.206,114.129,-67.382,78,0.849,44,0.5,S230518h,2493,0.849
1699,116.690,-71.762,117.978,-71.346,118.035,-72.170,115.344,-72.170,115.402,-71.346,62,0.831,45,0.5,S230518h,1699,0.831
33617,87.225,1.189,87.637,1.601,87.637,0.777,86.813,0.777,86.813,1.601,14,0.829,46,0.5,S230518h,33617,0.829
5477,115.714,-56.696,116.456,-56.282,116.473,-57.106,114.956,-57.106,114.972,-56.282,83,0.825,47,0.5,S230518h,5477,0.825
19088,101.985,-24.978,102.438,-24.565,102.442,-25.389,101.529,-25.389,101.532,-24.565,79,0.820,48,0.5,S230518h,19088,0.820
19919,102.488,-23.392,102.936,-22.979,102.938,-23.803,102.038,-23.803,102.041,-22.979,123,0.813,49,0.5,S230518h,19919,0.813
24635,97.364,-14.670,97.789,-14.257,97.790,-15.081,96.937,-15.081,96.939,-14.257,88,0.799,50,0.5,S230518h,24635,0.799
7647,110.959,-50.352,111.599,-49.939,111.610,-50.763,110.308,-50.763,110.319,-49.939,78,0.798,51,0.5,S230518h,7647,0.798
372,310.909,-82.070,313.747,-81.648,314.055,-82.471,307.763,-82.471,308.071,-81.648,27,0.790,52,0.5,S230518h,372,0.790
22033,100.699,-19.427,101.135,-19.015,101.137,-19.839,100.261,-19.839,100.264,-19.015,12,0.784,53,0.5,S230518h,22033,0.784
17863,102.222,-27.357,102.684,-26.944,102.688,-27.768,101.757,-27.768,101.760,-26.944,81,0.783,54,0.5,S230518h,17863,0.783
108,308.571,-86.035,313.954,-85.604,315.190,-86.423,301.952,-86.423,303.189,-85.604,52,0.780,55,0.5,S230518h,108,0.780
13246,108.493,-36.872,109.005,-36.459,109.011,-37.283,107.975,-37.283,107.981,-36.459,99,0.769,56,0.5,S230518h,13246,0.769
13245,107.507,-36.872,108.019,-36.459,108.025,-37.283,106.989,-37.283,106.995,-36.459,29,0.768,57,0.5,S230518h,13245,0.768
25516,95.892,-13.084,96.314,-12.671,96.315,-13.495,95.468,-13.495,95.469,-12.671,12,0.766,58,0.5,S230518h,25516,0.766
17462,103.881,-28.150,104.346,-27.737,104.350,-28.561,103.412,-28.561,103.415,-27.737,93,0.762,59,0.5,S230518h,17462,0.762
193,298.723,-84.449,302.683,-84.023,303.313,-84.845,294.133,-84.845,294.764,-84.023,30,0.758,60,0.5,S230518h,193,0.758
6254,115.522,-54.317,116.222,-53.903,116.236,-54.727,114.809,-54.727,114.823,-53.903,87,0.751,61,0.5,S230518h,6254,0.751
15111,105.274,-32.907,105.763,-32.495,105.767,-33.319,104.781,-33.319,104.786,-32.495,74,0.743,62,0.5,S230518h,15111,0.743
7359,111.638,-51.145,112.289,-50.732,112.300,-51.556,110.975,-51.556,110.987,-50.732,91,0.737,63,0.5,S230518h,7359,0.737
5989,114.981,-55.110,115.694,-54.696,115.709,-55.520,114.253,-55.520,114.268,-54.696,97,0.732,64,0.5,S230518h,5989,0.732
26404,96.054,-11.498,96.474,-11.085,96.475,-11.909,95.633,-11.909,95.634,-11.085,14,0.726,65,0.5,S230518h,26404,0.726
88,102.857,-86.035,108.240,-85.604,109.476,-86.423,96.238,-86.423,97.474,-85.604,38,0.726,66,0.5,S230518h,88,0.726
19918,101.627,-23.392,102.074,-22.979,102.077,-23.803,101.177,-23.803,101.179,-22.979,86,0.724,67,0.5,S230518h,19918,0.724
29091,91.796,-6.740,92.211,-6.328,92.211,-7.152,91.381,-7.152,91.381,-6.328,3,0.723,68,0.5,S230518h,29091,0.723
25515,95.079,-13.084,95.501,-12.671,95.503,-13.495,94.655,-13.495,94.657,-12.671,9,0.719,69,0.5,S230518h,25515,0.719
35880,83.628,5.154,84.042,5.566,84.042,4.742,83.215,4.742,83.214,5.566,15,0.711,70,0.5,S230518h,35880,0.711
306,306.000,-82.863,309.133,-82.440,309.514,-83.263,302.486,-83.263,302.867,-82.440,12,0.709,71,0.5,S230518h,306,0.709
22462,100.232,-18.634,100.666,-18.222,100.668,-19.046,99.796,-19.046,99.798,-18.222,14,0.708,72,0.5,S230518h,22462,0.708
8,252.000,-89.207,270.878,-88.727,299.243,-89.439,204.757,-89.439,233.122,-88.727,112,0.705,73,0.5,S230518h,8,0.705
13613,109.268,-36.079,109.775,-35.666,109.781,-36.490,108.756,-36.490,108.761,-35.666,84,0.704,74,0.5,S230518h,13613,0.704
126,114.146,-85.242,118.709,-84.814,119.567,-85.635,108.725,-85.635,109.584,-84.814,55,0.703,75,0.5,S230518h,126,0.703
37682,80.800,8.326,81.217,8.738,81.216,7.914,80.384,7.914,80.383,8.738,26,0.703,76,0.5,S230518h,37682,0.703
3,72.000,-89.207,90.878,-88.727,119.243,-89.439,24.757,-89.439,53.122,-88.727,95,0.699,77,0.5,S230518h,3,0.699
125,105.366,-85.242,109.929,-84.814,110.787,-85.635,99.945,-85.635,100.803,-84.814,36,0.698,78,0.5,S230518h,125,0.698
36782,82.217,6.740,82.633,7.152,82.632,6.328,81.803,6.328,81.802,7.152,12,0.694,79,0.5,S230518h,36782,0.694
17061,102.857,-28.943,103.326,-28.530,103.330,-29.354,102.384,-29.354,102.388,-28.530,74,0.691,80,0.5,S230518h,17061,0.691
1698,114.207,-71.762,115.495,-71.346,115.552,-72.170,112.861,-72.170,112.919,-71.346,72,0.691,81,0.5,S230518h,1698,0.691
21178,99.106,-21.013,99.546,-20.601,99.548,-21.425,98.663,-21.425,98.666,-20.601,60,0.689,82,0.5,S230518h,21178,0.689
35879,82.832,5.154,83.246,5.566,83.245,4.742,82.418,4.742,82.418,5.566,18,0.688,83,0.5,S230518h,35879,0.688
169,114.894,-84.449,118.853,-84.023,119.484,-84.845,110.304,-84.845,110.934,-84.023,61,0.683,84,0.5,S230518h,169,0.683
9,288.000,-89.207,306.878,-88.727,335.243,-89.439,240.757,-89.439,269.122,-88.727,114,0.680,85,0.5,S230518h,9,0.680
36330,82.035,5.947,82.450,6.359,82.449,5.535,81.621,5.535,81.621,6.359,13,0.680,86,0.5,S230518h,36330,0.680
8544,112.941,-47.974,113.552,-47.560,113.562,-48.384,112.321,-48.384,112.331,-47.560,48,0.677,87,0.5,S230518h,8544,0.677
19501,101.250,-24.185,101.700,-23.772,101.703,-24.596,100.797,-24.596,100.800,-23.772,103,0.677,88,0.5,S230518h,19501,0.677
7360,112.892,-51.145,113.543,-50.732,113.555,-51.556,112.229,-51.556,112.241,-50.732,74,0.671,89,0.5,S230518h,7360,0.671
195,314.043,-84.449,318.002,-84.023,318.633,-84.845,309.452,-84.845,310.083,-84.023,28,0.670,90,0.5,S230518h,195,0.670
15883,106.154,-31.322,106.634,-30.909,106.638,-31.733,105.669,-31.733,105.674,-30.909,93,0.667,91,0.5,S230518h,15883,0.667
5228,115.142,-57.489,115.900,-57.075,115.917,-57.899,114.366,-57.899,114.384,-57.075,69,0.664,92,0.5,S230518h,5228,0.664
171,130.213,-84.449,134.173,-84.023,134.803,-84.845,125.623,-84.845,126.253,-84.023,46,0.663,93,0.5,S230518h,171,0.663
13612,108.293,-36.079,108.800,-35.666,108.805,-36.490,107.780,-36.490,107.786,-35.666,71,0.661,94,0.5,S230518h,13612,0.661
218,113.333,-83.656,116.831,-83.232,117.314,-84.054,109.353,-84.054,109.835,-83.232,50,0.660,95,0.5,S230518h,218,0.660
22459,97.726,-18.634,98.160,-18.222,98.162,-19.046,97.290,-19.046,97.292,-18.222,63,0.659,96,0.5,S230518h,22459,0.659
7361,114.146,-51.145,114.797,-50.732,114.809,-51.556,113.484,-51.556,113.495,-50.732,70,0.651,97,0.5,S230518h,7361,0.651
23760,98.032,-16.256,98.460,-15.843,98.462,-16.667,97.602,-16.667,97.604,-15.843,49,0.648,98,0.5,S230518h,23760,0.648
8239,110.861,-48.767,111.481,-48.353,111.491,-49.177,110.231,-49.177,110.241,-48.353,71,0.644,99,0.5,S230518h,8239,0.644
7648,112.192,-50.352,112.832,-49.939,112.843,-50.763,111.540,-50.763,111.552,-49.939,76,0.642,100,0.5,S230518h,7648,0.642
22032,99.860,-19.427,100.296,-19.015,100.298,-19.839,99.422,-19.839,99.424,-19.015,17,0.639,101,0.5,S230518h,22032,0.639
35878,82.035,5.154,82.449,5.566,82.449,4.742,81.622,4.742,81.621,5.566,49,0.630,102,0.5,S230518h,35878,0.630
127,122.927,-85.242,127.490,-84.814,128.348,-85.635,117.506,-85.635,118.364,-84.814,41,0.628,103,0.5,S230518h,127,0.628
249,320.000,-83.656,323.498,-83.232,323.980,-84.054,316.020,-84.054,316.502,-83.232,39,0.625,104,0.5,S230518h,249,0.625
274,114.000,-82.863,117.133,-82.440,117.514,-83.263,110.486,-83.263,110.867,-82.440,44,0.623,105,0.5,S230518h,274,0.623
36331,82.832,5.947,83.246,6.359,83.246,5.535,82.418,5.535,82.417,6.359,10,0.623,106,0.5,S230518h,36331,0.623
6255,116.866,-54.317,117.565,-53.903,117.579,-54.727,116.152,-54.727,116.166,-53.903,71,0.622,107,0.5,S230518h,6255,0.622
559,114.353,-79.692,116.567,-79.272,116.749,-80.095,111.957,-80.095,112.139,-79.272,15,0.614,108,0.5,S230518h,559,0.614
943,115.596,-76.520,117.312,-76.102,117.418,-76.925,113.775,-76.925,113.881,-76.102,22,0.613,109,0.5,S230518h,943,0.613
35881,84.425,5.154,84.839,5.566,84.838,4.742,84.011,4.742,84.011,5.566,11,0.609,110,0.5,S230518h,35881,0.609
18676,100.976,-25.771,101.432,-25.358,101.435,-26.182,100.517,-26.182,100.520,-25.358,72,0.608,111,0.5,S230518h,18676,0.608
1999,116.943,-70.176,118.134,-69.760,118.182,-70.584,115.703,-70.584,115.752,-69.760,68,0.603,112,0.5,S230518h,1999,0.603
12524,107.598,-38.458,108.121,-38.045,108.127,-38.869,107.069,-38.869,107.075,-38.045,72,0.602,113,0.5,S230518h,12524,0.602
33615,85.639,1.189,86.051,1.601,86.051,0.777,85.227,0.777,85.227,1.601,10,0.600,114,0.5,S230518h,33615,0.600
17865,104.000,-27.357,104.462,-26.944,104.466,-27.768,103.534,-27.768,103.538,-26.944,101,0.592,115,0.5,S230518h,17865,0.592
275,120.000,-82.863,123.133,-82.440,123.514,-83.263,116.486,-83.263,116.867,-82.440,21,0.590,116,0.5,S230518h,275,0.590
34521,84.053,2.775,84.465,3.187,84.465,2.363,83.641,2.363,83.640,3.187,55,0.589,117,0.5,S230518h,34521,0.589
34976,85.033,3.568,85.446,3.980,85.446,3.156,84.620,3.156,84.620,3.980,9,0.586,118,0.5,S230518h,34976,0.586
10792,111.098,-42.423,111.652,-42.010,111.660,-42.834,110.536,-42.834,110.543,-42.010,85,0.581,119,0.5,S230518h,10792,0.581
35426,82.649,4.361,83.062,4.773,83.062,3.949,82.236,3.949,82.236,4.773,37,0.579,120,0.5,S230518h,35426,0.579
13980,106.166,-35.286,106.668,-34.873,106.674,-35.697,105.659,-35.697,105.664,-34.873,62,0.579,121,0.5,S230518h,13980,0.579
23759,97.208,-16.256,97.636,-15.843,97.638,-16.667,96.778,-16.667,96.780,-15.843,85,0.576,122,0.5,S230518h,23759,0.576
5475,112.857,-56.696,113.599,-56.282,113.616,-57.106,112.099,-57.106,112.115,-56.282,89,0.572,123,0.5,S230518h,5475,0.572
14355,107.234,-34.493,107.731,-34.080,107.736,-34.904,106.732,-34.904,106.737,-34.080,107,0.570,124,0.5,S230518h,14355,0.570
15,90.000,-88.414,101.654,-87.960,109.341,-88.756,70.659,-88.756,78.346,-87.960,96,0.569,125,0.5,S230518h,15,0.569
34,114.545,-87.621,122.946,-87.179,126.378,-87.990,102.712,-87.990,106.145,-87.179,52,0.569,126,0.5,S230518h,34,0.569
5731,116.265,-55.903,116.992,-55.489,117.007,-56.313,115.522,-56.313,115.537,-55.489,100,0.568,127,0.5,S230518h,5731,0.568
944,118.899,-76.520,120.615,-76.102,120.721,-76.925,117.078,-76.925,117.184,-76.102,47,0.566,128,0.5,S230518h,944,0.566
403,110.000,-81.278,112.593,-80.856,112.848,-81.679,107.152,-81.679,107.407,-80.856,49,0.565,129,0.5,S230518h,403,0.565
36780,80.621,6.740,81.036,7.152,81.035,6.328,80.206,6.328,80.206,7.152,26,0.564,130,0.5,S230518h,36780,0.564
25072,94.480,-13.877,94.903,-13.464,94.905,-14.288,94.054,-14.288,94.056,-13.464,8,0.559,131,0.5,S230518h,25072,0.559
6797,113.957,-52.731,114.631,-52.317,114.644,-53.141,113.270,-53.141,113.283,-52.317,67,0.556,132,0.5,S230518h,6797,0.556
5990,116.350,-55.110,117.063,-54.696,117.078,-55.520,115.622,-55.520,115.637,-54.696,92,0.553,133,0.5,S230518h,5990,0.553
14732,107.053,-33.700,107.545,-33.287,107.550,-34.111,106.555,-34.111,106.560,-33.287,94,0.553,134,0.5,S230518h,14732,0.553
27743,93.808,-9.119,94.225,-8.707,94.226,-9.531,93.391,-9.531,93.392,-8.707,8,0.552,135,0.5,S230518h,27743,0.552
13982,108.097,-35.286,108.599,-34.873,108.604,-35.697,107.589,-35.697,107.594,-34.873,32,0.549,136,0.5,S230518h,13982,0.549
17064,105.564,-28.943,106.033,-28.530,106.037,-29.354,105.091,-29.354,105.095,-28.530,95,0.547,137,0.5,S230518h,17064,0.547
33613,84.053,1.189,84.465,1.601,84.465,0.777,83.641,0.777,83.641,1.601,19,0.539,138,0.5,S230518h,33613,0.539
1558,116.547,-72.555,117.890,-72.138,117.953,-72.962,115.141,-72.962,115.203,-72.138,51,0.539,139,0.5,S230518h,1558,0.539
4986,117.521,-58.282,118.295,-57.868,118.314,-58.692,116.728,-58.692,116.746,-57.868,45,0.538,140,0.5,S230518h,4986,0.538
4747,115.932,-59.075,116.724,-58.660,116.744,-59.484,115.121,-59.484,115.140,-58.660,81,0.537,141,0.5,S230518h,4747,0.537
647,118.681,-78.899,120.745,-78.479,120.901,-79.303,116.461,-79.303,116.618,-78.479,50,0.532,142,0.5,S230518h,647,0.532
17866,104.889,-27.357,105.351,-26.944,105.354,-27.768,104.423,-27.768,104.427,-26.944,131,0.529,143,0.5,S230518h,17866,0.529
10458,111.351,-43.216,111.913,-42.802,111.921,-43.626,110.782,-43.626,110.790,-42.802,80,0.528,144,0.5,S230518h,10458,0.528
12882,106.704,-37.665,107.221,-37.252,107.227,-38.076,106.180,-38.076,106.186,-37.252,63,0.528,145,0.5,S230518h,12882,0.528
19502,102.115,-24.185,102.566,-23.772,102.568,-24.596,101.662,-24.596,101.665,-23.772,86,0.527,146,0.5,S230518h,19502,0.527
25960,96.486,-12.291,96.907,-11.878,96.909,-12.702,96.064,-12.702,96.065,-11.878,8,0.521,147,0.5,S230518h,25960,0.521
307,312.000,-82.863,315.133,-82.440,315.514,-83.263,308.486,-83.263,308.867,-82.440,29,0.520,148,0.5,S230518h,307,0.520
1846,116.821,-70.969,118.059,-70.553,118.111,-71.377,115.531,-71.377,115.584,-70.553,54,0.520,149,0.5,S230518h,1846,0.520
19917,100.766,-23.392,101.213,-22.979,101.216,-23.803,100.315,-23.803,100.318,-22.979,85,0.519,150,0.5,S230518h,19917,0.519
7075,111.943,-51.938,112.606,-51.524,112.618,-52.348,111.269,-52.348,111.281,-51.524,77,0.516,151,0.5,S230518h,7075,0.516
10790,108.961,-42.423,109.516,-42.010,109.523,-42.834,108.400,-42.834,108.407,-42.010,81,0.514,152,0.5,S230518h,10790,0.514
27742,93.007,-9.119,93.423,-8.707,93.424,-9.531,92.589,-9.531,92.590,-8.707,9,0.514,153,0.5,S230518h,27742,0.514
2496,121.371,-67.797,122.443,-67.382,122.481,-68.206,120.262,-68.206,120.300,-67.382,61,0.513,154,0.5,S230518h,2496,0.513
15110,104.334,-32.907,104.823,-32.495,104.827,-33.319,103.841,-33.319,103.846,-32.495,66,0.513,155,0.5,S230518h,15110,0.513
5478,117.143,-56.696,117.885,-56.282,117.901,-57.106,116.384,-57.106,116.401,-56.282,56,0.513,156,0.5,S230518h,5478,0.513
25075,96.923,-13.877,97.347,-13.464,97.348,-14.288,96.498,-14.288,96.499,-13.464,10,0.510,157,0.5,S230518h,25075,0.510
19920,103.349,-23.392,103.797,-22.979,103.800,-23.803,102.899,-23.803,102.902,-22.979,78,0.506,158,0.5,S230518h,19920,0.506
14733,108.000,-33.700,108.493,-33.287,108.498,-34.111,107.502,-34.111,107.507,-33.287,117,0.503,159,0.5,S230518h,14733,0.503
28642,93.392,-7.533,93.808,-7.121,93.808,-7.945,92.976,-7.945,92.977,-7.121,8,0.503,160,0.5,S230518h,28642,0.503
8849,109.968,-47.181,110.569,-46.767,110.579,-47.591,109.357,-47.591,109.366,-46.767,63,0.503,161,0.5,S230518h,8849,0.503
35427,83.444,4.361,83.857,4.773,83.857,3.949,83.031,3.949,83.030,4.773,8,0.503,162,0.5,S230518h,35427,0.503
5728,112.062,-55.903,112.789,-55.489,112.805,-56.313,111.319,-56.313,111.335,-55.489,69,0.501,163,0.5,S230518h,5728,0.501
24196,96.986,-15.463,97.413,-15.050,97.415,-15.874,96.558,-15.874,96.560,-15.050,56,0.501,164,0.5,S230518h,24196,0.501
20337,102.000,-22.599,102.445,-22.187,102.448,-23.011,101.552,-23.011,101.555,-22.187,93,0.500,165,0.5,S230518h,20337,0.500
521,309.873,-80.485,312.262,-80.064,312.476,-80.887,307.271,-80.887,307.485,-80.064,27,0.500,166,0.5,S230518h,521,0.500
2671,117.348,-67.004,118.385,-66.589,118.421,-67.413,116.275,-67.413,116.311,-66.589,40,0.499,167,0.5,S230518h,2671,0.499
27295,94.018,-9.912,94.436,-9.500,94.437,-10.324,93.599,-10.324,93.600,-9.500,11,0.499,168,0.5,S230518h,27295,0.499
150,324.878,-85.242,329.441,-84.814,330.299,-85.635,319.457,-85.635,320.315,-84.814,35,0.498,169,0.5,S230518h,150,0.498
4745,112.881,-59.075,113.673,-58.660,113.693,-59.484,112.070,-59.484,112.089,-58.660,52,0.496,170,0.5,S230518h,4745,0.496
2158,117.055,-69.383,118.203,-68.967,118.248,-69.791,115.862,-69.791,115.907,-68.967,68,0.495,171,0.5,S230518h,2158,0.495
7649,113.425,-50.352,114.065,-49.939,114.076,-50.763,112.773,-50.763,112.785,-49.939,69,0.494,172,0.5,S230518h,7649,0.494
20757,101.277,-21.806,101.719,-21.394,101.722,-22.218,100.832,-22.218,100.834,-21.394,48,0.494,173,0.5,S230518h,20757,0.494
478,113.924,-80.485,116.312,-80.064,116.526,-80.887,111.322,-80.887,111.536,-80.064,6,0.493,174,0.5,S230518h,478,0.493
36326,78.850,5.947,79.264,6.359,79.263,5.535,78.436,5.535,78.435,6.359,74,0.492,175,0.5,S230518h,36326,0.492
15882,105.231,-31.322,105.711,-30.909,105.715,-31.733,104.746,-31.733,104.751,-30.909,91,0.491,176,0.5,S230518h,15882,0.491
89,113.143,-86.035,118.526,-85.604,119.762,-86.423,106.524,-86.423,107.760,-85.604,37,0.490,177,0.5,S230518h,89,0.490
20755,99.574,-21.806,100.017,-21.394,100.019,-22.218,99.129,-22.218,99.132,-21.394,59,0.487,178,0.5,S230518h,20755,0.487
15495,105.389,-32.115,105.873,-31.702,105.877,-32.526,104.900,-32.526,104.904,-31.702,98,0.487,179,0.5,S230518h,15495,0.487
1056,122.087,-75.727,123.712,-75.309,123.806,-76.133,120.368,-76.133,120.462,-75.309,50,0.487,180,0.5,S230518h,1056,0.487
23324,97.655,-17.048,98.085,-16.636,98.087,-17.460,97.223,-17.460,97.225,-16.636,67,0.485,181,0.5,S230518h,23324,0.485
25518,97.517,-13.084,97.939,-12.671,97.941,-13.495,97.093,-13.495,97.095,-12.671,7,0.482,182,0.5,S230518h,25518,0.482
17463,104.776,-28.150,105.242,-27.737,105.245,-28.561,104.307,-28.561,104.311,-27.737,85,0.479,183,0.5,S230518h,17463,0.479
8238,109.669,-48.767,110.289,-48.353,110.299,-49.177,109.039,-49.177,109.049,-48.353,71,0.478,184,0.5,S230518h,8238,0.478
22031,99.021,-19.427,99.457,-19.015,99.459,-19.839,98.583,-19.839,98.585,-19.015,40,0.478,185,0.5,S230518h,22031,0.478
21602,97.799,-20.220,98.236,-19.808,98.239,-20.632,97.358,-20.632,97.361,-19.808,57,0.478,186,0.5,S230518h,21602,0.478
17862,101.333,-27.357,101.795,-26.944,101.799,-27.768,100.868,-27.768,100.871,-26.944,75,0.478,187,0.5,S230518h,17862,0.478
17062,103.759,-28.943,104.228,-28.530,104.232,-29.354,103.287,-29.354,103.290,-28.530,53,0.477,188,0.5,S230518h,17062,0.477
6,180.000,-89.207,198.878,-88.727,227.243,-89.439,132.757,-89.439,161.122,-88.727,83,0.477,189,0.5,S230518h,6,0.477
124,96.585,-85.242,101.148,-84.814,102.006,-85.635,91.164,-85.635,92.023,-84.814,45,0.477,190,0.5,S230518h,124,0.477
24195,96.164,-15.463,96.591,-15.050,96.593,-15.874,95.736,-15.874,95.738,-15.050,42,0.476,191,0.5,S230518h,24195,0.476
32,81.818,-87.621,90.219,-87.179,93.651,-87.990,69.985,-87.990,73.417,-87.179,95,0.474,192,0.5,S230518h,32,0.474
16273,105.344,-30.529,105.820,-30.116,105.824,-30.940,104.863,-30.940,104.867,-30.116,93,0.473,193,0.5,S230518h,16273,0.473
4748,117.458,-59.075,118.250,-58.660,118.269,-59.484,116.646,-59.484,116.665,-58.660,64,0.471,194,0.5,S230518h,4748,0.471
